,,,,bench,,,strat
2013-06-12,0.39208288,,2014-06-25,0.689593888,,2014-06-25,1.270809228
2013-06-13,0.406867171,,2014-06-26,0.699196451,,2014-06-26,1.279232906
2013-06-14,0.400982154,,2014-06-27,0.707355338,,2014-06-27,1.289302662
2013-06-17,0.408549519,,2014-06-30,0.73310435,,2014-06-30,1.314679417
2013-06-18,0.416340677,,2014-07-01,0.736370254,,2014-07-01,1.324623091
2013-06-19,0.402489203,,2014-07-02,0.749823594,,2014-07-02,1.338735245
2013-06-20,0.377478851,,2014-07-03,0.722769112,,2014-07-03,1.317160271
2013-06-21,0.380148628,,2014-07-07,0.710926371,,2014-07-07,1.301394008
2013-06-24,0.368003613,,2014-07-08,0.737802708,,2014-07-08,1.321221543
2013-06-25,0.377500884,,2014-07-09,0.715254211,,2014-07-09,1.303317314
2013-06-26,0.387091371,,2014-07-10,0.731688792,,2014-07-10,1.315620823
2013-06-27,0.393291202,,2014-07-11,0.743440917,,2014-07-11,1.328843871
2013-06-28,0.38900164,,2014-07-14,0.729212102,,2014-07-14,1.319458609
2013-07-01,0.394405387,,2014-07-15,0.74375772,,2014-07-15,1.332072131
2013-07-02,0.393860479,,2014-07-16,0.691557974,,2014-07-16,1.28407347
2013-07-03,0.394684526,,2014-07-17,0.703392,,2014-07-17,1.28407347
2013-07-05,0.404886259,,2014-07-18,0.693127065,,2014-07-18,1.28407347
2013-07-08,0.410137805,,2014-07-21,0.695447315,,2014-07-21,1.28407347
2013-07-09,0.417367475,,2014-07-22,0.690431165,,2014-07-22,1.28407347
2013-07-10,0.417549068,,2014-07-23,0.688676727,,2014-07-23,1.28407347
2013-07-11,0.431103318,,2014-07-24,0.673119161,,2014-07-24,1.26900406
2013-07-12,0.434189801,,2014-07-25,0.677968311,,2014-07-25,1.26900406
2013-07-15,0.435564681,,2014-07-28,0.677680157,,2014-07-28,1.26900406
2013-07-16,0.43185592,,2014-07-29,0.682207944,,2014-07-29,1.26900406
2013-07-17,0.434629967,,2014-07-30,0.682147031,,2014-07-30,1.26900406
2013-07-18,0.439662932,,2014-07-31,0.702146271,,2014-07-31,1.26900406
2013-07-19,0.441272983,,2014-08-01,0.705005393,,2014-08-01,1.26900406
2013-07-22,0.443306009,,2014-08-04,0.69781636,,2014-08-04,1.26900406
2013-07-23,0.441454072,,2014-08-05,0.70750183,,2014-08-05,1.26900406
2013-07-24,0.43764285,,2014-08-06,0.707486191,,2014-08-06,1.26900406
2013-07-25,0.440199323,,2014-08-07,0.713042812,,2014-08-07,1.26900406
2013-07-26,0.441027617,,2014-08-08,0.701511409,,2014-08-08,1.26900406
2013-07-29,0.437291579,,2014-08-11,0.698751984,,2014-08-11,1.26900406
2013-07-30,0.437665396,,2014-08-12,0.700388625,,2014-08-12,1.26900406
2013-07-31,0.437528987,,2014-08-13,0.693681465,,2014-08-13,1.26900406
2013-08-01,0.450069557,,2014-08-14,0.689456211,,2014-08-14,1.269124619
2013-08-02,0.451710015,,2014-08-15,0.728456753,,2014-08-15,1.308063789
2013-08-05,0.45023018,,2014-08-18,0.728743856,,2014-08-18,1.316882564
2013-08-06,0.444507146,,2014-08-19,0.716151716,,2014-08-19,1.309291076
2013-08-07,0.440701281,,2014-08-20,0.71123999,,2014-08-20,1.306857163
2013-08-08,0.444586731,,2014-08-21,0.712356535,,2014-08-21,1.310923597
2013-08-09,0.441016771,,2014-08-22,0.723953404,,2014-08-22,1.320527879
2013-08-12,0.43986385,,2014-08-25,0.709767344,,2014-08-25,1.311129598
2013-08-13,0.442639906,,2014-08-26,0.702699879,,2014-08-26,1.305113215
2013-08-14,0.437463288,,2014-08-27,0.685888143,,2014-08-27,1.288351465
2013-08-15,0.423181687,,2014-08-28,0.694207569,,2014-08-28,1.29498099
2013-08-16,0.419877091,,2014-08-29,0.684183661,,2014-08-29,1.288277497
2013-08-19,0.413976789,,2014-09-02,0.696449205,,2014-09-02,1.299998974
2013-08-20,0.417797985,,2014-09-03,0.696292149,,2014-09-03,1.299062778
2013-08-21,0.412018382,,2014-09-04,0.717993084,,2014-09-04,1.319229292
2013-08-22,0.420637758,,2014-09-05,0.711980265,,2014-09-05,1.318252358
2013-08-23,0.424584769,,2014-09-08,0.687646699,,2014-09-08,1.290845678
2013-08-26,0.420545111,,2014-09-09,0.694191708,,2014-09-09,1.290845678
2013-08-27,0.404670916,,2014-09-10,0.690545634,,2014-09-10,1.290845678
2013-08-28,0.407418562,,2014-09-11,0.678759754,,2014-09-11,1.279941703
2013-08-29,0.409381963,,2014-09-12,0.684722312,,2014-09-12,1.279941703
2013-08-30,0.406207645,,2014-09-15,0.685432463,,2014-09-15,1.279941703
2013-09-03,0.410371867,,2014-09-16,0.677948087,,2014-09-16,1.279941703
2013-09-04,0.41848882,,2014-09-17,0.676652444,,2014-09-17,1.279941703
2013-09-05,0.419698682,,2014-09-18,0.671474522,,2014-09-18,1.279654962
2013-09-06,0.419753114,,2014-09-19,0.637294941,,2014-09-19,1.244998111
2013-09-09,0.429745994,,2014-09-22,0.608218369,,2014-09-22,1.207908216
2013-09-10,0.437091784,,2014-09-23,0.61399487,,2014-09-23,1.207908216
2013-09-11,0.440144067,,2014-09-24,0.606162379,,2014-09-24,1.207908216
2013-09-12,0.436763652,,2014-09-25,0.622331152,,2014-09-25,1.207908216
2013-09-13,0.439478331,,2014-09-26,0.613755327,,2014-09-26,1.207908216
2013-09-16,0.445171485,,2014-09-29,0.616302129,,2014-09-29,1.207908216
2013-09-17,0.449389224,,2014-09-30,0.619088058,,2014-09-30,1.207908216
2013-09-18,0.461566897,,2014-10-01,0.632336619,,2014-10-01,1.207908216
2013-09-19,0.459723943,,2014-10-02,0.632331475,,2014-10-02,1.207908216
2013-09-20,0.452507057,,2014-10-03,0.621165966,,2014-10-03,1.207908216
2013-09-23,0.44778747,,2014-10-06,0.622731126,,2014-10-06,1.207908216
2013-09-24,0.445190327,,2014-10-07,0.637857178,,2014-10-07,1.207908216
2013-09-25,0.442450862,,2014-10-08,0.620395528,,2014-10-08,1.207908216
2013-09-26,0.445936287,,2014-10-09,0.641056943,,2014-10-09,1.207908216
2013-09-27,0.441862486,,2014-10-10,0.652507956,,2014-10-10,1.207908216
2013-09-30,0.435833255,,2014-10-13,0.668975885,,2014-10-13,1.207908216
2013-10-01,0.443831799,,2014-10-14,0.667397021,,2014-10-14,1.207908216
2013-10-02,0.443165129,,2014-10-15,0.675497336,,2014-10-15,1.207908216
2013-10-03,0.434185714,,2014-10-16,0.675352358,,2014-10-16,1.207908216
2013-10-04,0.441238939,,2014-10-17,0.66246825,,2014-10-17,1.207908216
2013-10-07,0.432732577,,2014-10-20,0.653325593,,2014-10-20,1.207908216
2013-10-08,0.420400498,,2014-10-21,0.633751106,,2014-10-21,1.207908216
2013-10-09,0.420974404,,2014-10-22,0.641050436,,2014-10-22,1.207908216
2013-10-10,0.442804901,,2014-10-23,0.628747059,,2014-10-23,1.207908216
2013-10-11,0.449091172,,2014-10-24,0.62169361,,2014-10-24,1.207908216
2013-10-14,0.453165893,,2014-10-27,0.623195178,,2014-10-27,1.207908216
2013-10-15,0.446102169,,2014-10-28,0.611256105,,2014-10-28,1.207908216
2013-10-16,0.459929702,,2014-10-29,0.607892277,,2014-10-29,1.203159032
2013-10-17,0.466673655,,2014-10-30,0.601662153,,2014-10-30,1.203159032
2013-10-18,0.47322241,,2014-10-31,0.589930759,,2014-10-31,1.203159032
2013-10-21,0.473314146,,2014-11-03,0.59004968,,2014-11-03,1.203159032
2013-10-22,0.47905166,,2014-11-04,0.592879522,,2014-11-04,1.203159032
2013-10-23,0.474327102,,2014-11-05,0.587179025,,2014-11-05,1.203159032
2013-10-24,0.477585237,,2014-11-06,0.597814448,,2014-11-06,1.217569968
2013-10-25,0.481980081,,2014-11-07,0.634790765,,2014-11-07,1.254895871
2013-10-28,0.48330978,,2014-11-10,0.633013195,,2014-11-10,1.256238487
2013-10-29,0.488893975,,2014-11-11,0.619444418,,2014-11-11,1.243366403
2013-10-30,0.484018052,,2014-11-12,0.607920596,,2014-11-12,1.231141465
2013-10-31,0.480178671,,2014-11-13,0.604365421,,2014-11-13,1.228116135
2013-11-01,0.483082092,,2014-11-14,0.605504434,,2014-11-14,1.229495418
2013-11-04,0.486652651,,2014-11-17,0.623501885,,2014-11-17,1.248228228
2013-11-05,0.483847063,,2014-11-18,0.593354381,,2014-11-18,1.223214707
2013-11-06,0.488112603,,2014-11-19,0.605395021,,2014-11-19,1.233754189
2013-11-07,0.474929831,,2014-11-20,0.623600753,,2014-11-20,1.253927016
2013-11-08,0.48835739,,2014-11-21,0.639214079,,2014-11-21,1.274777219
2013-11-11,0.489080322,,2014-11-24,0.644388005,,2014-11-24,1.282815169
2013-11-12,0.48670993,,2014-11-25,0.661224257,,2014-11-25,1.298501391
2013-11-13,0.494805275,,2014-11-26,0.631391272,,2014-11-26,1.271474389
2013-11-14,0.499642533,,2014-11-28,0.591341105,,2014-11-28,1.228881795
2013-11-15,0.503864568,,2014-12-01,0.598170468,,2014-12-01,1.228881795
2013-11-18,0.50016637,,2014-12-02,0.591786007,,2014-12-02,1.228881795
2013-11-19,0.498123405,,2014-12-03,0.586728941,,2014-12-03,1.227589471
2013-11-20,0.494487793,,2014-12-04,0.604195211,,2014-12-04,1.243893845
2013-11-21,0.502616358,,2014-12-05,0.562804988,,2014-12-05,1.204168839
2013-11-22,0.507577816,,2014-12-08,0.570061553,,2014-12-08,1.204168839
2013-11-25,0.506314473,,2014-12-09,0.570299377,,2014-12-09,1.204168839
2013-11-26,0.506464278,,2014-12-10,0.586650346,,2014-12-10,1.204168839
2013-11-27,0.508949359,,2014-12-11,0.582114657,,2014-12-11,1.204168839
2013-11-29,0.50816367,,2014-12-12,0.598328244,,2014-12-12,1.204168839
2013-12-02,0.505444649,,2014-12-15,0.60467083,,2014-12-15,1.204168839
2013-12-03,0.502251801,,2014-12-16,0.613159853,,2014-12-16,1.204168839
2013-12-04,0.500948309,,2014-12-17,0.592807437,,2014-12-17,1.204168839
2013-12-05,0.496608736,,2014-12-18,0.568792233,,2014-12-18,1.204168839
2013-12-06,0.507846607,,2014-12-19,0.564222184,,2014-12-19,1.204168839
2013-12-09,0.509663707,,2014-12-22,0.56041172,,2014-12-22,1.204168839
2013-12-10,0.506484048,,2014-12-23,0.558665358,,2014-12-23,1.204168839
2013-12-11,0.495167173,,2014-12-24,0.558804655,,2014-12-24,1.204168839
2013-12-12,0.491396611,,2014-12-26,0.55710751,,2014-12-26,1.205781269
2013-12-13,0.491295201,,2014-12-29,0.556245736,,2014-12-29,1.205781269
2013-12-16,0.497615241,,2014-12-30,0.561134341,,2014-12-30,1.205781269
2013-12-17,0.494514253,,2014-12-31,0.571445199,,2014-12-31,1.205781269
2013-12-18,0.511162217,,2015-01-02,0.571785163,,2015-01-02,1.205781269
2013-12-19,0.510582288,,2015-01-05,0.590063268,,2015-01-05,1.205781269
2013-12-20,0.515401016,,2015-01-06,0.59895674,,2015-01-06,1.205781269
2013-12-23,0.520719136,,2015-01-07,0.587326897,,2015-01-07,1.205781269
2013-12-24,0.523634883,,2015-01-08,0.569438616,,2015-01-08,1.205781269
2013-12-26,0.528380413,,2015-01-09,0.577842427,,2015-01-09,1.205781269
2013-12-27,0.528043828,,2015-01-12,0.585936112,,2015-01-12,1.205781269
2013-12-30,0.527864574,,2015-01-13,0.588514668,,2015-01-13,1.205781269
2013-12-31,0.531824249,,2015-01-14,0.594327735,,2015-01-14,1.205781269
2014-01-02,0.522962337,,2015-01-15,0.603575611,,2015-01-15,1.205781269
2014-01-03,0.522629372,,2015-01-16,0.590151412,,2015-01-16,1.205781269
2014-01-06,0.520117604,,2015-01-20,0.588601459,,2015-01-20,1.205781269
2014-01-07,0.526199369,,2015-01-21,0.583869835,,2015-01-21,1.205781269
2014-01-08,0.52598716,,2015-01-22,0.568600114,,2015-01-22,1.205781269
2014-01-09,0.526335469,,2015-01-23,0.574091636,,2015-01-23,1.205781269
2014-01-10,0.528642156,,2015-01-26,0.571523175,,2015-01-26,1.205781269
2014-01-13,0.516065939,,2015-01-27,0.584911037,,2015-01-27,1.205781269
2014-01-14,0.526883911,,2015-01-28,0.598406647,,2015-01-28,1.205781269
2014-01-15,0.532050099,,2015-01-29,0.588871962,,2015-01-29,1.205781269
2014-01-16,0.530702979,,2015-01-30,0.601863927,,2015-01-30,1.205781269
2014-01-17,0.526807804,,2015-02-02,0.588901463,,2015-02-02,1.205781269
2014-01-21,0.529581557,,2015-02-03,0.574461968,,2015-02-03,1.205781269
2014-01-22,0.530156422,,2015-02-04,0.578618014,,2015-02-04,1.205781269
2014-01-23,0.521266845,,2015-02-05,0.568326607,,2015-02-05,1.205781269
2014-01-24,0.500391396,,2015-02-06,0.571744779,,2015-02-06,1.205781269
2014-01-27,0.495515103,,2015-02-09,0.575991974,,2015-02-09,1.205781269
2014-01-28,0.501655755,,2015-02-10,0.565316413,,2015-02-10,1.205781269
2014-01-29,0.491446523,,2015-02-11,0.565345447,,2015-02-11,1.205781269
2014-01-30,0.502713567,,2015-02-12,0.55570094,,2015-02-12,1.205781269
2014-01-31,0.496248268,,2015-02-13,0.551626202,,2015-02-13,1.205781269
2014-02-03,0.473416348,,2015-02-17,0.550028627,,2015-02-17,1.205781269
2014-02-04,0.481057437,,2015-02-18,0.550342936,,2015-02-18,1.205781269
2014-02-05,0.479029215,,2015-02-19,0.551404994,,2015-02-19,1.205781269
2014-02-06,0.491469007,,2015-02-20,0.540394057,,2015-02-20,1.200896867
2014-02-07,0.504770894,,2015-02-23,0.583236731,,2015-02-23,1.2434362
2014-02-10,0.506340129,,2015-02-24,0.57263113,,2015-02-24,1.235589371
2014-02-11,0.517402242,,2015-02-25,0.584627445,,2015-02-25,1.246819962
2014-02-12,0.51713298,,2015-02-26,0.592360348,,2015-02-26,1.253076837
2014-02-13,0.522943005,,2015-02-27,0.628427144,,2015-02-27,1.286187329
2014-02-14,0.527752222,,2015-03-02,0.600033251,,2015-03-02,1.263918355
2014-02-18,0.528910696,,2015-03-03,0.607034028,,2015-03-03,1.266380589
2014-02-19,0.522386211,,2015-03-04,0.623550256,,2015-03-04,1.278508314
2014-02-20,0.52841767,,2015-03-05,0.57760975,,2015-03-05,1.233763888
2014-02-21,0.526498946,,2015-03-06,0.591783696,,2015-03-06,1.233763888
2014-02-24,0.532685459,,2015-03-09,0.587839275,,2015-03-09,1.233763888
2014-02-25,0.531337778,,2015-03-10,0.604800606,,2015-03-10,1.233763888
2014-02-26,0.531359478,,2015-03-11,0.606718285,,2015-03-11,1.233763888
2014-02-27,0.536307561,,2015-03-12,0.594116846,,2015-03-12,1.233763888
2014-02-28,0.539090249,,2015-03-13,0.600191557,,2015-03-13,1.233763888
2014-03-03,0.531711739,,2015-03-16,0.586657885,,2015-03-16,1.233763888
2014-03-04,0.54697944,,2015-03-17,0.589978059,,2015-03-17,1.233763888
2014-03-05,0.546926089,,2015-03-18,0.577819638,,2015-03-18,1.233763888
2014-03-06,0.548644497,,2015-03-19,0.599443697,,2015-03-19,1.250515369
2014-03-07,0.549182587,,2015-03-20,0.608377279,,2015-03-20,1.268461705
2014-03-10,0.54871934,,2015-03-23,0.614169369,,2015-03-23,1.272508064
2014-03-11,0.543637201,,2015-03-24,0.575403727,,2015-03-24,1.227603
2014-03-12,0.543942372,,2015-03-25,0.598100095,,2015-03-25,1.235740462
2014-03-13,0.532241277,,2015-03-26,0.612884202,,2015-03-26,1.248147069
2014-03-14,0.529419499,,2015-03-27,0.640192207,,2015-03-27,1.277823636
2014-03-17,0.539033134,,2015-03-30,0.603579335,,2015-03-30,1.253447409
2014-03-18,0.546252753,,2015-03-31,0.612081107,,2015-03-31,1.253153405
2014-03-19,0.540121104,,2015-04-01,0.636922781,,2015-04-01,1.274029708
2014-03-20,0.546161609,,2015-04-02,0.655714484,,2015-04-02,1.296351078
2014-03-21,0.543228937,,2015-04-06,0.650936969,,2015-04-06,1.298182378
2014-03-24,0.538364227,,2015-04-07,0.671559053,,2015-04-07,1.316742558
2014-03-25,0.542768167,,2015-04-08,0.702283448,,2015-04-08,1.350149487
2014-03-26,0.535767847,,2015-04-09,0.744312689,,2015-04-09,1.396636209
2014-03-27,0.533867763,,2015-04-10,0.708091288,,2015-04-10,1.365617672
2014-03-28,0.538507985,,2015-04-13,0.723738251,,2015-04-13,1.376683355
2014-03-31,0.546432088,,2015-04-14,0.744258277,,2015-04-14,1.39883314
2014-04-01,0.553471436,,2015-04-15,0.758995436,,2015-04-15,1.418718495
2014-04-02,0.556324763,,2015-04-16,0.724528286,,2015-04-16,1.383472901
2014-04-03,0.555198313,,2015-04-17,0.770688553,,2015-04-17,1.418321922
2014-04-04,0.542661025,,2015-04-20,0.760577107,,2015-04-20,1.417445608
2014-04-07,0.531910912,,2015-04-21,0.773710387,,2015-04-21,1.429098283
2014-04-08,0.535661466,,2015-04-22,0.778159742,,2015-04-22,1.438635118
2014-04-09,0.546579679,,2015-04-23,0.785616723,,2015-04-23,1.448449815
2014-04-10,0.525694883,,2015-04-24,0.754327353,,2015-04-24,1.419413245
2014-04-11,0.516208109,,2015-04-27,0.792878077,,2015-04-27,1.453822656
2014-04-14,0.524425396,,2015-04-28,0.762650323,,2015-04-28,1.426364133
2014-04-15,0.531182703,,2015-04-29,0.738778694,,2015-04-29,1.398752169
2014-04-16,0.541671194,,2015-04-30,0.797257562,,2015-04-30,1.44710213
2014-04-17,0.543035047,,2015-05-01,0.785236489,,2015-05-01,1.446004058
2014-04-21,0.546810171,,2015-05-04,0.747850914,,2015-05-04,1.411559232
2014-04-22,0.55090231,,2015-05-05,0.742990006,,2015-05-05,1.39486094
2014-04-23,0.548688996,,2015-05-06,0.755293305,,2015-05-06,1.402708515
2014-04-24,0.550405956,,2015-05-07,0.803983114,,2015-05-07,1.455172138
2014-04-25,0.542309565,,2015-05-08,0.776880579,,2015-05-08,1.441527504
2014-04-28,0.545545601,,2015-05-11,0.78633433,,2015-05-11,1.445891694
2014-04-29,0.550306358,,2015-05-12,0.806912744,,2015-05-12,1.46352047
2014-04-30,0.553298375,,2015-05-13,0.81740434,,2015-05-13,1.473707111
2014-05-01,0.553155114,,2015-05-14,0.810610344,,2015-05-14,1.477692402
2014-05-02,0.551806669,,2015-05-15,0.843649734,,2015-05-15,1.511500206
2014-05-05,0.553677885,,2015-05-18,0.853682658,,2015-05-18,1.524581077
2014-05-06,0.544689493,,2015-05-19,0.851607763,,2015-05-19,1.521862808
2014-05-07,0.550305961,,2015-05-20,0.880363331,,2015-05-20,1.549687861
2014-05-08,0.548932336,,2015-05-21,0.876036507,,2015-05-21,1.54769891
2014-05-09,0.550451812,,2015-05-22,0.839408546,,2015-05-22,1.508837064
2014-05-12,0.56012455,,2015-05-26,0.887013486,,2015-05-26,1.546160023
2014-05-13,0.560546308,,2015-05-27,0.868300573,,2015-05-27,1.536609751
2014-05-14,0.555845303,,2015-05-28,0.861831018,,2015-05-28,1.528873435
2014-05-15,0.546483496,,2015-05-29,0.878319001,,2015-05-29,1.53904295
2014-05-16,0.550230461,,2015-06-01,0.86104699,,2015-06-01,1.5238304
2014-05-19,0.554075247,,2015-06-02,0.878638957,,2015-06-02,1.540413771
2014-05-20,0.547576849,,2015-06-03,0.842218411,,2015-06-03,1.506112095
2014-05-21,0.555692948,,2015-06-04,0.866923957,,2015-06-04,1.522194474
2014-05-22,0.558055178,,2015-06-05,0.857941089,,2015-06-05,1.511775423
2014-05-23,0.56230357,,2015-06-08,0.870399145,,2015-06-08,1.517758969
2014-05-27,0.568291376,,2015-06-09,0.891370543,,2015-06-09,1.53914872
2014-05-28,0.567177304,,2015-06-10,0.889967023,,2015-06-10,1.549787625
2014-05-29,0.572544414,,2015-06-11,0.8820231,,2015-06-11,1.543582328
2014-05-30,0.574388092,,2015-06-12,0.866549831,,2015-06-12,1.521114759
2014-06-02,0.575115919,,2015-06-15,0.871172403,,2015-06-15,1.521114759
2014-06-03,0.574736702,,2015-06-16,0.865482546,,2015-06-16,1.521114759
2014-06-04,0.576628366,,2015-06-17,0.877999692,,2015-06-17,1.535611546
2014-06-05,0.583153645,,2015-06-18,0.862414234,,2015-06-18,1.529928798
2014-06-06,0.587781404,,2015-06-19,0.88991283,,2015-06-19,1.552123893
2014-06-09,0.588720175,,2015-06-22,0.897442988,,2015-06-22,1.565748917
2014-06-10,0.588474191,,2015-06-23,0.876786524,,2015-06-23,1.545728322
2014-06-11,0.58493715,,2015-06-24,0.875234656,,2015-06-24,1.536823157
2014-06-12,0.577848257,,2015-06-25,0.881009499,,2015-06-25,1.539624425
2014-06-13,0.580982818,,2015-06-26,0.798703134,,2015-06-26,1.456927981
2014-06-16,0.581819524,,2015-06-29,0.819569328,,2015-06-29,1.456927981
2014-06-17,0.583992093,,2015-06-30,0.816910839,,2015-06-30,1.456927981
2014-06-18,0.591710974,,2015-07-01,0.809974798,,2015-07-01,1.456927981
2014-06-19,0.592988452,,2015-07-02,0.810282821,,2015-07-02,1.456927981
2014-06-20,0.594718511,,2015-07-06,0.814144578,,2015-07-06,1.456927981
2014-06-23,0.594586047,,2015-07-07,0.808063603,,2015-07-07,1.456927981
2014-06-24,0.588150736,,2015-07-08,0.824716352,,2015-07-08,1.456927981
2014-06-25,0.593048247,,2015-07-09,0.822454149,,2015-07-09,1.456927981
2014-06-26,0.591869364,,2015-07-10,0.810115664,,2015-07-10,1.456927981
2014-06-27,0.593780232,,2015-07-13,0.799049615,,2015-07-13,1.456927981
2014-06-30,0.593407975,,2015-07-14,0.794596456,,2015-07-14,1.456927981
2014-07-01,0.600085746,,2015-07-15,0.795331442,,2015-07-15,1.456927981
2014-07-02,0.600744559,,2015-07-16,0.787316761,,2015-07-16,1.456927981
2014-07-03,0.606224067,,2015-07-17,0.789861759,,2015-07-17,1.460579162
2014-07-07,0.602300545,,2015-07-20,0.796687337,,2015-07-20,1.468175974
2014-07-08,0.595251743,,2015-07-21,0.803179025,,2015-07-21,1.470405973
2014-07-09,0.599896011,,2015-07-22,0.794149101,,2015-07-22,1.458988338
2014-07-10,0.595764939,,2015-07-23,0.764641739,,2015-07-23,1.423804936
2014-07-11,0.597235862,,2015-07-24,0.723471847,,2015-07-24,1.371931716
2014-07-14,0.602079415,,2015-07-27,0.729246862,,2015-07-27,1.371931716
2014-07-15,0.600147319,,2015-07-28,0.716860708,,2015-07-28,1.371931716
2014-07-16,0.604348404,,2015-07-29,0.713403745,,2015-07-29,1.375793549
2014-07-17,0.592514378,,2015-07-30,0.714226921,,2015-07-30,1.376645092
2014-07-18,0.602779313,,2015-07-31,0.732558875,,2015-07-31,1.392705527
2014-07-21,0.600459063,,2015-08-03,0.729453771,,2015-08-03,1.386843536
2014-07-22,0.605475213,,2015-08-04,0.7408642,,2015-08-04,1.39600426
2014-07-23,0.607229651,,2015-08-05,0.701126043,,2015-08-05,1.359380782
2014-07-24,0.607717807,,2015-08-06,0.719168165,,2015-08-06,1.369669918
2014-07-25,0.602868656,,2015-08-07,0.740696586,,2015-08-07,1.388323456
2014-07-28,0.603156811,,2015-08-10,0.704472275,,2015-08-10,1.364907312
2014-07-29,0.598629024,,2015-08-11,0.714029378,,2015-08-11,1.364907312
2014-07-30,0.598689937,,2015-08-12,0.713079323,,2015-08-12,1.364907312
2014-07-31,0.578690696,,2015-08-13,0.714354535,,2015-08-13,1.364907312
2014-08-01,0.575831575,,2015-08-14,0.710442571,,2015-08-14,1.364907312
2014-08-04,0.583020608,,2015-08-17,0.693415534,,2015-08-17,1.353091699
2014-08-05,0.573335138,,2015-08-18,0.67650437,,2015-08-18,1.333555006
2014-08-06,0.573350776,,2015-08-19,0.684759247,,2015-08-19,1.333555006
2014-08-07,0.567794156,,2015-08-20,0.705859417,,2015-08-20,1.333555006
2014-08-08,0.579325559,,2015-08-21,0.737710382,,2015-08-21,1.333555006
2014-08-11,0.582084984,,2015-08-24,0.777124075,,2015-08-24,1.333555006
2014-08-12,0.580448342,,2015-08-25,0.790646071,,2015-08-25,1.333555006
2014-08-13,0.587155502,,2015-08-26,0.751612211,,2015-08-26,1.333555006
2014-08-14,0.591501317,,2015-08-27,0.727314463,,2015-08-27,1.333555006
2014-08-15,0.591439944,,2015-08-28,0.726705727,,2015-08-28,1.333555006
2014-08-18,0.599971616,,2015-08-31,0.735097397,,2015-08-31,1.333555006
2014-08-19,0.604972268,,2015-09-01,0.764673843,,2015-09-01,1.333555006
2014-08-20,0.607450081,,2015-09-02,0.746380869,,2015-09-02,1.333555006
2014-08-21,0.61039997,,2015-09-03,0.745216075,,2015-09-03,1.333555006
2014-08-22,0.608407383,,2015-09-04,0.760545671,,2015-09-04,1.333555006
2014-08-25,0.613195162,,2015-09-08,0.735462617,,2015-09-08,1.333555006
2014-08-26,0.614246243,,2015-09-09,0.749360178,,2015-09-09,1.333555006
2014-08-27,0.61429623,,2015-09-10,0.744082223,,2015-09-10,1.333555006
2014-08-28,0.612606329,,2015-09-11,0.739595179,,2015-09-11,1.333555006
2014-08-29,0.615926744,,2015-09-14,0.743684835,,2015-09-14,1.333555006
2014-09-02,0.615382678,,2015-09-15,0.730853524,,2015-09-15,1.333555006
2014-09-03,0.614603537,,2015-09-16,0.722148109,,2015-09-16,1.333555006
2014-09-04,0.613069116,,2015-09-17,0.724709169,,2015-09-17,1.333555006
2014-09-05,0.618105001,,2015-09-18,0.740873335,,2015-09-18,1.333555006
2014-09-08,0.615031887,,2015-09-21,0.736307551,,2015-09-21,1.333555006
2014-09-09,0.608486878,,2015-09-22,0.74862598,,2015-09-22,1.333555006
2014-09-10,0.612132952,,2015-09-23,0.750674623,,2015-09-23,1.333555006
2014-09-11,0.613014858,,2015-09-24,0.754037607,,2015-09-24,1.333555006
2014-09-12,0.607052299,,2015-09-25,0.754503401,,2015-09-25,1.333555006
2014-09-15,0.606342148,,2015-09-28,0.780169491,,2015-09-28,1.333555006
2014-09-16,0.613826524,,2015-09-29,0.778936638,,2015-09-29,1.333555006
2014-09-17,0.615122168,,2015-09-30,0.759861082,,2015-09-30,1.333555006
2014-09-18,0.620013348,,2015-10-01,0.757887198,,2015-10-01,1.333555006
2014-09-19,0.619536078,,2015-10-02,0.743571909,,2015-10-02,1.333555006
2014-09-22,0.611522755,,2015-10-05,0.725282068,,2015-10-05,1.333555006
2014-09-23,0.605746254,,2015-10-06,0.728870304,,2015-10-06,1.333555006
2014-09-24,0.613578745,,2015-10-07,0.72083467,,2015-10-07,1.333555006
2014-09-25,0.597409973,,2015-10-08,0.712016235,,2015-10-08,1.333555006
2014-09-26,0.605985798,,2015-10-09,0.711291123,,2015-10-09,1.333555006
2014-09-29,0.603438995,,2015-10-12,0.710015646,,2015-10-12,1.333555006
2014-09-30,0.600653066,,2015-10-13,0.71684107,,2015-10-13,1.333555006
2014-10-01,0.587404505,,2015-10-14,0.721557344,,2015-10-14,1.333555006
2014-10-02,0.587409649,,2015-10-15,0.706704571,,2015-10-15,1.333555006
2014-10-03,0.598575158,,2015-10-16,0.702134097,,2015-10-16,1.333555006
2014-10-06,0.597009999,,2015-10-19,0.662638776,,2015-10-19,1.294330231
2014-10-07,0.581883946,,2015-10-20,0.596123705,,2015-10-20,1.22639407
2014-10-08,0.599345596,,2015-10-21,0.684878521,,2015-10-21,1.309323471
2014-10-09,0.578684181,,2015-10-22,0.654981597,,2015-10-22,1.296054118
2014-10-10,0.567233169,,2015-10-23,0.61203288,,2015-10-23,1.264135746
2014-10-13,0.550765239,,2015-10-26,0.633527537,,2015-10-26,1.283717302
2014-10-14,0.552344104,,2015-10-27,0.665628669,,2015-10-27,1.313264316
2014-10-15,0.544243789,,2015-10-28,0.64007687,,2015-10-28,1.29955255
2014-10-16,0.544388767,,2015-10-29,0.624199421,,2015-10-29,1.283225327
